time,velX_d,velX,velY_d,velY,z_d,z,velYaw_d,velYaw
258.56,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.57,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.58,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.59,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.60,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.61,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.62,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.62,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.63,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.64,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.65,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.66,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.67,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.67,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.68,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.69,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.69,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037332,0.000000,-0.000017
258.70,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.71,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.71,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.72,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.73,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.74,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.74,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.75,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.76,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.77,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.78,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.79,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.80,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.81,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.81,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.83,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.84,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.85,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.86,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.87,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.87,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.88,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.89,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.90,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.91,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.92,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.93,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.93,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.94,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.95,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.96,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.96,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.97,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.98,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.98,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
258.99,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.00,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.01,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.02,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.03,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.03,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.04,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.05,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.06,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.07,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.08,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.09,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.10,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.11,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.12,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.13,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.14,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.15,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.16,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.17,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.18,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.18,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.19,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.20,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.21,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.22,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.23,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.23,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.24,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.25,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.25,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.26,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.27,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.28,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.28,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.29,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.30,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.31,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.32,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.32,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.33,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.34,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.35,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000017
259.36,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.37,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.38,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.39,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.40,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.41,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.42,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.43,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.44,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.45,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.46,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.47,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.48,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.48,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.49,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.50,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.51,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.51,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.52,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.53,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.53,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.54,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.55,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.56,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.57,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.57,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.58,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.59,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.60,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.61,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.62,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.63,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.64,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.65,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.66,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.67,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.68,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.69,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.70,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.71,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.72,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.73,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.74,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.75,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.75,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.76,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.77,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.78,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.79,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.79,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.80,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.81,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.81,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.82,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.83,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.84,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.84,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.85,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.86,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.87,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.88,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.89,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.89,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.90,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.91,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.92,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.93,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.94,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.95,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.96,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.97,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.98,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
259.99,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.00,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.01,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.02,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.03,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.04,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.05,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.05,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.06,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.07,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.08,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.09,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.09,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.10,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.11,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.11,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.12,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.13,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.13,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.14,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.15,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.16,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.17,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.18,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.18,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.19,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.20,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.21,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.22,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.23,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.25,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.25,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.26,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.27,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.28,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.29,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.30,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.31,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.32,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.33,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.33,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.34,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.35,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.36,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.36,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.37,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000016
260.38,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.39,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.39,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.40,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.41,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.42,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.42,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.43,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.44,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.45,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.46,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.47,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.48,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.49,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.50,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.51,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.52,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.53,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.54,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.55,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.56,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.57,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.58,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.59,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.59,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.60,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.61,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.62,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.63,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.64,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.64,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.65,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.66,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.66,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.67,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.68,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.69,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.70,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.70,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.71,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.72,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.73,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.74,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.75,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.76,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.77,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.78,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.79,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.80,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.81,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.82,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.83,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.84,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.85,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.85,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.86,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.87,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.88,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.89,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.90,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.90,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.91,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.92,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.92,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.93,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.94,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.95,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.95,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.96,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.97,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.98,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
260.99,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.00,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.01,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.02,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.03,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.03,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.04,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.05,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.07,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.07,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.08,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.09,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.10,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.11,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.12,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.13,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.14,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.15,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
261.16,0.000000,-0.000000,0.000000,0.000001,3.397174,3.037333,0.000000,-0.000015
